,men_names,name_year,name_decade,job_is,job_type,job?,job_is_GEN,job_type_GEN,job?_GEN
31,明,1933,1930,明の職業は,明の職種は,明は何の仕事をしていますか？明は,['明の職業は明の皇帝 である。 明の皇帝は、明の皇帝の臣下である。 明の皇帝は、明の皇帝の臣下である。 明の皇帝は、明の皇帝の臣下である。 明の皇帝は、明の皇帝の臣下である。 明の皇帝は、明の皇帝の臣下である。 明の'],['明の職種は明の職種一覧 を参照。 明の職種は 明の職種一覧 を参照。 明の職種は 明の職種一覧 を参照。 明の職種は 明の職種一覧 を参照。 明の職種は 明の職種一覧 を参照。 明の職種は 明の職種'],['明は何の仕事をしていますか?明は何の仕事をしていますか? 明は 何の仕事をしていますか? 明は 何の仕事をしていますか? 明は 何の仕事をしていますか? 明は 何の仕事をしていますか? 明は 何の仕事をしていますか? 明は 何の']
32,昇,1934,1930,昇の職業は,昇の職種は,昇は何の仕事をしていますか？昇は,['昇の職業は探偵 である。 昇は、探偵事務所の所長である。 昇は、探偵事務所の所長である。 昇は、探偵事務所の所長である。 昇は、探偵事務所の所長である。 昇は、探偵事務所の所長である。 昇は、探偵事務所の所長である。 昇は、探偵事務所の所長である。'],['昇の職種は陸軍 陸軍航空隊 陸軍航空隊 陸軍航空隊 陸軍航空隊 陸軍航空隊 陸軍航空隊 陸軍航空隊 陸軍航空隊 陸軍航空隊 陸軍航空隊 陸軍航空隊 陸軍航空隊 陸軍航空隊 陸軍航空隊 陸軍航空隊 陸軍航空隊 陸軍航空隊 陸軍航空隊 陸軍航空隊 陸軍航空隊 陸軍航空隊 陸軍航空隊 陸軍航空隊 陸軍航空隊 '],['昇は何の仕事をしていますか?昇は何の仕事をしていますか? 昇は 何の仕事をしていますか? 昇は 何の仕事をしていますか? 昇は 何の仕事をしていますか? 昇は 何の仕事をしていますか? 昇は 何の仕事をしていますか? 昇は 何の']
33,隆,1935,1930,隆の職業は,隆の職種は,隆は何の仕事をしていますか？隆は,['隆の職業は探偵 である。 探偵事務所の所長である。 探偵事務所の所長である隆は、探偵事務所の所長である。 探偵事務所の所長である隆は、探偵事務所の所長である。 探偵事務所の所長である隆は、探偵事務所の所長である。 探偵事務所の所長である隆は、探偵事務所の所長である。 探偵事務所'],['隆の職種は1 年ごとに交代する。 隆は、その職種を 1 年ごとに交代する。 隆は、その職種を 1 年ごとに交代する。 隆は、その職種を 1 年ごとに交代する。 隆は、その職種を 1 年ごとに交代する。 隆は'],['隆は何の仕事をしていますか?隆は何の仕事をしていますか? 隆は 何の仕事をしていますか? 隆は 何の仕事をしていますか? 隆は 何の仕事をしていますか? 隆は 何の仕事をしていますか? 隆は 何の仕事をしていますか? 隆は 何の']
34,勉,1936,1930,勉の職業は,勉の職種は,勉は何の仕事をしていますか？勉は,['勉の職業は医者 で、医者の免許を持っているので、医者の免許を持っているので、医者の免許を持っているので、医者の免許を持っているので、医者の免許を持っているので、医者の免許を持っているので、医者の免許を持っているので、医者の免許を持っているので、医者の免許を持っているので、医者の免許を持っているので、'],['勉の職種は司法書士 である。 司法書士は、法律の知識を応用して、不動産登記や会社登記、相続登記、会社設立登記、会社設立後の役員変更登記、会社設立後の役員変更登記、会社設立後の役員変更登記、会社設立後の役員変更登記、会社設立後の役員変更登記、会社設立後の役員変更登記、'],['勉は何の仕事をしていますか?勉は何をしていますか? _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _']
35,勝,1937,1930,勝の職業は,勝の職種は,勝は何の仕事をしていますか？勝は,['勝の職業は医者 で、医者の免許を持っているので、医者の免許を持っているので、医者の免許を持っているので、医者の免許を持っているので、医者の免許を持っているので、医者の免許を持っているので、医者の免許を持っているので、医者の免許を持っているので、医者の免許を持っているので、医者の免許を持っているので、'],['勝の職種は御剣 である。 御剣は、御剣の剣名から「御剣」と名乗った。 御剣は、御剣の剣名から「御剣」と名乗った。 御剣は、御剣の剣名から「御剣」と名乗った。 御剣は、御剣の剣'],['勝は何の仕事をしていますか?勝は何の仕事をしていますか? 勝は 何の仕事をしていますか? 勝は 何の仕事をしていますか? 勝は 何の仕事をしていますか? 勝は 何の仕事をしていますか? 勝は 何の仕事をしていますか? 勝は 何の']
36,勲,1938,1930,勲の職業は,勲の職種は,勲は何の仕事をしていますか？勲は,['勲の職業は陸軍大佐 。 陸軍中佐 。 陸軍大佐 。 陸軍中佐 。 陸軍大佐 。 陸軍大佐 。 陸軍大佐 。 陸軍大佐 。 陸軍大佐 。 陸軍大佐 。 陸軍大佐 。 陸軍大佐 。 陸軍大佐 。 陸軍大佐 。 陸軍大佐 。'],['勲の職種は陸軍大将 海軍大将 陸軍大将 海軍大将 陸軍大将 海軍大将 陸軍大将 海軍大将 海軍大将 海軍大将 海軍大将 海軍大将 海軍大将 海軍大将 海軍大将 海軍大将 海軍大将 海軍大将 海軍大将 海軍大将 海軍大将 海軍大将 海軍大将 海軍大将 海軍大将'],['勲は何の仕事をしていますか?勲は何をしていますか? _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _']
37,功,1938,1930,功の職業は,功の職種は,功は何の仕事をしていますか？功は,['功の職業は() () () () () () () () () () () () () () ()'],['功の職種は(し) である。 功は、(し) の職種であり、(し) は、(し) の職種である。 功は、(し) の職種であり、(し) は、(し) の職種である。 功は、'],['功は何の仕事をしていますか?功は何をしていますか? 功は 何をしていますか? 功は 何をしていますか? 功は 何をしていますか? 功は 何をしていますか? 功は 何をしていますか? 功は 何をしていますか? 功']
38,勝利,1943,1940,勝利の職業は,勝利の職種は,勝利は何の仕事をしていますか？勝利は,['勝利の職業は1 で、この職業のプレイヤーは、自分の手札からカードを1枚選び、裏向きにして裏向きのまま、自分の手札に加える。 自分の手札がなくなったら、自分の山札の上から1枚を表向きにして、裏向きのまま、自分の手札に加える。 自分の山札の上から1枚を表向きにして、'],['勝利の職種は1 つだけ。 勝利の職種は 1 つだけ。 勝利の職種は 1 つだけ。 勝利の職種は 1 つだけ。 勝利の職種は 1 つだけ。 勝利の職種は 1 つだけ。 勝利の職種は 1 つだけ。 勝利の'],['勝利は何の仕事をしていますか?勝利はあなたの人生をより良くするのに役立ちますか? あなたは あなたの人生をより良くするのに役立ちますか? あなたは あなたの人生をより良くするのに役立ちますか? あなたは あなたの人生をより良くするのに役立ちますか?']
39,修,1945,1940,修の職業は,修の職種は,修は何の仕事をしていますか？修は,['修の職業は探偵 である。 修は、探偵事務所の所長である。 修は、探偵事務所の所長である。 修は、探偵事務所の所長である。 修は、探偵事務所の所長である。 修は、探偵事務所の所長である。 修は、探偵事務所の所長である。 修は、探偵事務所の所長である。'],['修の職種は1 つだけ。 修は、自分の名前を「修」と名乗り、修の上司である 1 人の上司である。 修は、自分の名前を「修」と名乗り、修の上司である 1 人の上司である。 修は、自分の名前を「修」と名乗り、修の上司である 1 人の'],['修は何の仕事をしていますか?修は何の仕事をしていますか? 修は 何の仕事をしていますか? 修は 何の仕事をしていますか? 修は 何の仕事をしていますか? 修は 何の仕事をしていますか? 修は 何の仕事をしていますか? 修は 何の']
40,豊,1946,1940,豊の職業は,豊の職種は,豊は何の仕事をしていますか？豊は,['豊の職業は医者 で、 豊は 医者 の 妻 である 。 豊は 医者 の 妻 である 。 豊は 医者 の 妻 である 。 豊は 医者 の 妻 である 。 豊は 医者 の 妻 である 。 豊は 医者'],['豊の職種は                                     '],['豊は何の仕事をしていますか?豊は何の仕事をしていますか? 豊は 何の仕事をしていますか? 豊は 何の仕事をしていますか? 豊は 何の仕事をしていますか? 豊は 何の仕事をしていますか? 豊は 何の仕事をしていますか? 豊は 何の']
41,誠,1949,1940,誠の職業は,誠の職種は,誠は何の仕事をしていますか？誠は,['誠の職業は” 探偵 ” である。 探偵事務所の所長である。 探偵事務所の所長である。 探偵事務所の所長である。 探偵事務所の所長である。 探偵事務所の所長である。 探偵事務所の所長である。 探偵事務所の所長である。 探偵事務所の所長である。 探偵事務所の所長である。 探偵事務所'],['誠の職種は” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” '],['誠は何の仕事をしていますか?誠は何の仕事をしていますか? 誠は 何の仕事をしていますか? 誠は 何の仕事をしていますか? 誠は 何の仕事をしていますか? 誠は 何の仕事をしていますか? 誠は 何の仕事をしていますか? 誠は 何の']
42,浩,1957,1950,浩の職業は,浩の職種は,浩は何の仕事をしていますか？浩は,['浩の職業は探偵 。 探偵事務所の所長。 探偵事務所の所長。 探偵事務所の所長。 探偵事務所の所長。 探偵事務所の所長。 探偵事務所の所長。 探偵事務所の所長。 探偵事務所の所長。 探偵事務所の所長。 探偵事務所の所長。 探偵事務所の所長。 探偵事務所の所長'],['浩の職種は1 つだけ。 浩は、 1 つの職種しか持っていない。 浩は、 1 つの職種しか持っていない。 浩は、 1 つの職種しか持っていない。 浩は、 1 つの職種しか持っていない。 浩は、 1 つの職種しか持っていない'],['浩は何の仕事をしていますか?浩は何を しているのですか? 浩は 何を しているのですか? 浩は 何を しているのですか? 浩は 何を しているのですか? 浩は 何を しているのですか? 浩は 何を しているのですか? 浩は 何を']
43,徹,1958,1950,徹の職業は,徹の職種は,徹は何の仕事をしていますか？徹は,['徹の職業は探偵 である。 探偵事務所の所長である徹は、依頼人の依頼を解決するべく、探偵事務所の探偵として、依頼人の身辺調査や、依頼人の身辺調査を探偵事務所の探偵として、探偵事務所の探偵として、探偵事務所の探偵として、探偵事務所の探偵として、探偵事務所の探偵として、探偵事務所の探偵'],['徹の職種は刑事 刑事 刑事 刑事 刑事 刑事 刑事 刑事 刑事 刑事 刑事 刑事 刑事 刑事 刑事 刑事 刑事 刑事 刑事 刑事 刑事 刑事 刑事 刑事 刑事 刑事 刑事 刑事 刑事 刑事 刑事 刑事 刑事 刑事 刑事 刑事 刑事 '],['徹は何の仕事をしていますか?徹は何の仕事をしていますか? 徹は 何の仕事をしていますか?徹は 何の仕事をしていますか? 徹は 何の仕事をしていますか?徹は 何の仕事をしていますか? 徹は 何の仕事をしていますか?徹は 何の仕事をしています']
44,浩一,1960,1960,浩一の職業は,浩一の職種は,浩一は何の仕事をしていますか？浩一は,['浩一の職業は探偵 。 探偵事務所の所長。 探偵事務所の所長は、探偵事務所の所長が探偵事務所の所長である場合と、探偵事務所の所長が探偵事務所の所長である場合とがある。 探偵事務所の所長は、探偵事務所の所長が探偵事務所の所長である場合と、探偵事務所の所長が探偵事務所の所長である'],['浩一の職種は刑事 刑事課 刑事課 刑事課 刑事課 刑事課 刑事課 刑事課 刑事課 刑事課 刑事課 刑事課 刑事課 刑事課 刑事課 刑事課 刑事課 刑事課 刑事課 刑事課 刑事課 刑事課 刑事課 刑事課 刑事課'],['浩一は何の仕事をしていますか?浩一は何をしていますか? 浩一は 何をしていますか? 浩一は 何をしていますか? 浩一は 何をしていますか? 浩一は 何をしていますか? 浩一は 何をしていますか? 浩一は ']
45,浩二,1960,1960,浩二の職業は,浩二の職種は,浩二は何の仕事をしていますか？浩二は,['浩二の職業は探偵 探偵事務所 探偵事務所 探偵事務所 探偵事務所 探偵事務所 探偵事務所 探偵事務所 探偵事務所 探偵事務所 探偵事務所 探偵事務所 探偵事務所 探偵事務所 探偵事務所 探偵事務所 探偵事務所 探偵事務所 探偵事務所 探偵事務所 探偵事務所 探偵事務所 探偵事務所 探偵事務所 探偵事務所 '],['浩二の職種は1 つだけ。 1 つの仕事は、1 つの仕事の 1 つを 1 つの仕事に変換し、1 つの仕事に変換した仕事。 1 つの仕事は、1 つの仕事の 1 つを 1 つの仕事に変換し、1 つの仕事に変換した仕事'],['浩二は何の仕事をしていますか?浩二は何を しているのですか? 浩二は 何を しているのですか?浩二は 何を しているのですか? 浩二は 何を しているのですか?浩二は 何を しているのですか? 浩二は 何を しているのですか?浩二は 何を しているの']
46,浩之,1960,1960,浩之の職業は,浩之の職種は,浩之は何の仕事をしていますか？浩之は,['浩之の職業は探偵 。 探偵事務所の所長。 探偵事務所の所長は、探偵事務所の所長が探偵事務所の所長である場合と、探偵事務所の所長が探偵事務所の所長である場合とがある。 探偵事務所の所長は、探偵事務所の所長が探偵事務所の所長である場合と、探偵事務所の所長が探偵事務所の所長である'],['浩之の職種は1 から 5 まで。 浩之は、 1 から 5 まで。 浩之は、 1 から 5 まで。 浩之は、 1 から 5 まで。 浩之は、 1 から 5 まで。 浩之は、 1 から 5 まで。 '],['浩之は何の仕事をしていますか?浩之は何をしていますか? 浩之は 何をしていますか? 浩之は 何をしていますか? 浩之は 何をしていますか? 浩之は 何をしていますか? 浩之は 何をしていますか? 浩之は ']
47,聡,1960,1960,聡の職業は,聡の職種は,聡は何の仕事をしていますか？聡は,['聡の職業は探偵 。 探偵事務所の所長。 探偵事務所の所長は、探偵事務所の所長が探偵事務所の所長である場合と、探偵事務所の所長が探偵事務所の所長である場合とがある。 探偵事務所の所長は、探偵事務所の所長が探偵事務所の所長である場合と、探偵事務所の所長が探偵事務所の所長である場合'],['聡の職種は” 秘書 ” である。 聡は、幼い頃から、聡の秘書として、聡の秘書として、聡の秘書として、聡の秘書として、聡の秘書として、聡の秘書として、聡の秘書として、聡の秘書として、聡の秘書として、聡の秘書として、聡の秘書として、聡の秘書として'],['聡は何の仕事をしていますか?聡は何を しているのですか? 聡は 何を しているのですか? 聡は 何を しているのですか? 聡は 何を しているのですか? 聡は 何を しているのですか? 聡は 何を しているのですか? 聡は 何を']
48,剛,1961,1960,剛の職業は,剛の職種は,剛は何の仕事をしていますか？剛は,['剛の職業は探偵 である。 探偵事務所の所長である。 探偵事務所の所長である剛は、探偵事務所の所長である剛に、探偵事務所の事件を解決するために必要な調査を依頼する。 剛は探偵事務所の事件を解決するために必要な調査を依頼する。 剛は探偵事務所の事件を解決するために必要な調査を依頼する。 '],['剛の職種は剛の担当する番組は 剛の担当する番組は 剛の担当する番組は 剛の担当する番組は 剛の担当する番組は 剛の担当する番組は 剛の担当する番組は 剛の担当する番組は 剛の担当する番組は 剛の担当する番組は 剛の担当する'],['剛は何の仕事をしていますか?剛は何の仕事をしていますか? 剛は 何の仕事をしていますか? 剛は 何の仕事をしていますか? 剛は 何の仕事をしていますか? 剛は 何の仕事をしていますか? 剛は 何の仕事をしていますか? 剛は 何の']
49,和彦,1961,1960,和彦の職業は,和彦の職種は,和彦は何の仕事をしていますか？和彦は,['和彦の職業は警察官 。 和彦は、警察官として、事件を解決していく。 和彦 演 - 鈴木亮平 警視庁捜査一課の刑事。 階級は警部補。 階級は警部補。 和彦の上司。 和彦の上司。 和彦の上司。 和彦の上司。 和彦'],['和彦の職種は和彦の職種は 和彦の職種は 和彦の職種は 和彦の職種は 和彦の職種は 和彦の職種は 和彦の職種は 和彦の職種は 和彦の職種は 和彦の職種は 和彦の職種は 和彦の職種は 和'],['和彦は何の仕事をしていますか?和彦は何の仕事をしていますか? 和彦は 何の仕事をしていますか? 和彦は 何の仕事をしていますか? 和彦は 何の仕事をしていますか? 和彦は 何の仕事をしていますか? 和彦は 何の仕事をしていますか']
50,秀樹,1962,1960,秀樹の職業は,秀樹の職種は,秀樹は何の仕事をしていますか？秀樹は,['秀樹の職業は探偵 探偵事務所 探偵事務所 探偵事務所 探偵事務所 探偵事務所 探偵事務所 探偵事務所 探偵事務所 探偵事務所 探偵事務所 探偵事務所 探偵事務所 探偵事務所 探偵事務所 探偵事務所 探偵事務所 探偵事務所 探偵事務所 探偵事務所 探偵事務所 探偵事務所 探偵事務所 探偵事務所 探偵事務所 '],['秀樹の職種はプロデューサー である。 プロデューサーは、主に、テレビ・ラジオ・映画・舞台・イベント・イベント・イベント・イベント・イベント・イベント・イベント・イベント・イベント・イベント・イベント・イベント・イベント・イベント・イベント・イベント・イベント・イベント・イベント・イベント・イベント・イベント・イベント・イベント・イベント・イベント・イベント・イベント・'],['秀樹は何の仕事をしていますか?秀樹は何の仕事をしていますか? _ ガールズちゃんねる - girls channel - ガールズちゃんねる - ガールズちゃんねる - ガールズちゃんねる - ガールズちゃんねる - ガールズちゃんねる - ガールズちゃんねる - ガールズちゃんねる - ガールズちゃんねる - ガールズちゃんねる - ガールズちゃんねる - ガールズちゃんねる - ガールズちゃんねる - ']
51,哲也,1963,1960,哲也の職業は,哲也の職種は,哲也は何の仕事をしていますか？哲也は,['哲也の職業は探偵 です。 探偵事務所の所長 です。 探偵事務所の所長 です。 探偵事務所の所長 です。 探偵事務所の所長 です。 探偵事務所の所長 です。 探偵事務所の所長 です。 探偵事務所の所長 です。 探偵事務所の所長 です。 探偵事務所の所長 '],['哲也の職種は” 営業 ” である。 営業職は、 ” 営業 ” である。 営業職は、 ” 営業 ” である。 営業職は、 ” 営業 ” である。 営業職は、 ” 営業 ” である。 営業職は、 ” 営業 '],['哲也は何の仕事をしていますか?哲也は何をしていますか? _ 弁護士法人アディーレ法律事務所 _ 弁護士法人アディーレ法律事務所 > 弁護士法人アディーレ法律事務所 > 弁護士法人アディーレ法律事務所 > 弁護士法人アディーレ法律事務所 > 弁護士法人アディーレ法律事務所 > 弁護士法人アディーレ法律事務所 > 弁護士法人アディ']
52,直樹,1963,1960,直樹の職業は,直樹の職種は,直樹は何の仕事をしていますか？直樹は,['直樹の職業は探偵 探偵事務所 探偵 探偵 探偵 探偵 探偵 探偵 探偵 探偵 探偵 探偵 探偵 探偵 探偵 探偵 探偵 探偵 探偵 探偵 探偵 探偵 探偵 探偵 探偵 探偵 探偵 探偵 探偵 探偵 探偵 探偵 探偵 探偵 探偵 探偵 探偵'],['直樹の職種は1 つだけ。 1 つの仕事に集中する。 1 つの仕事に集中する。 1 つの仕事に集中する。 1 つの仕事に集中する。 1 つの仕事に集中する。 1 つの仕事に集中する。 1 つの仕事に集中する。 1 つの仕事に'],['直樹は何の仕事をしていますか?直樹は何を しているのですか? _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ ']
53,達也,1964,1960,達也の職業は,達也の職種は,達也は何の仕事をしていますか？達也は,['達也の職業は探偵 。 探偵事務所の所長。 探偵事務所の所長は、探偵事務所の所長が探偵事務所の所長である場合と、探偵事務所の所長が探偵事務所の所長である場合とがある。 探偵事務所の所長は、探偵事務所の所長が探偵事務所の所長である場合と、探偵事務所の所長が探偵事務所の所長である場合'],['達也の職種は1 つだけ。 1 つの仕事は、1 つの 1 つの 1 つの 1 つの 1 つの 1 つの 1 つの 1 つの 1 つの 1 つの 1 つの 1 つの 1 つの 1 つの 1 つの 1 '],['達也は何の仕事をしていますか?達也は何を しているのですか? 達也は 何を しているのですか? 達也は 何を しているのですか? 達也は 何を しているのですか? 達也は 何を しているのですか? 達也は 何を しているのですか? 達也は 何を']
54,学,1965,1960,学の職業は,学の職種は,学は何の仕事をしていますか？学は,['学の職業は学問の職業は 学問の職業は 学問の職業は 学問の職業は 学問の職業は 学問の職業は 学問の職業は 学問の職業は 学問の職業は 学問の職業は 学問の職業は 学問の職業は 学問の職業は 学問の職業は 学問の職業は'],['学の職種は教育学 教育学の職種は 教育学の職種は 教育学の職種は 教育学の職種は 教育学の職種は 教育学の職種は 教育学の職種は 教育学の職種は 教育学の職種は 教育学の職種は 教育学の職種は 教育学の職種は'],['学は何の仕事をしていますか?学は何を 学んでいますか? 学は 何を 学んでいますか? 学は 何を 学んでいますか? 学は 何を 学んでいますか? 学は 何を 学んでいますか? 学は 何を 学んでいますか?']
55,健一,1966,1960,健一の職業は,健一の職種は,健一は何の仕事をしていますか？健一は,['健一の職業は探偵 である。 探偵事務所の所長である。 探偵事務所の所長である健一は、探偵事務所の所長である。 探偵事務所の所長である健一は、探偵事務所の所長である。 探偵事務所の所長である健一は、探偵事務所の所長である。 探偵事務所の所長である健一は、探偵事務所の所長である。 探偵事務所'],['健一の職種は1 つだけ。 1 つの仕事は、 1 つの 1 つの 1 つの 1 つの 1 つの 1 つの 1 つの 1 つの 1 つの 1 つの 1 つの 1 つの 1 つの 1 つの 1 つの 1'],['健一は何の仕事をしていますか?健一は何の仕事をしていますか? 健一は 何の仕事をしていますか?健一は 何の仕事をしていますか? 健一は 何の仕事をしていますか?健一は 何の仕事をしていますか? 健一は 何の仕事をしていますか?健一は 何の仕事をしています']
56,淳,1968,1960,淳の職業は,淳の職種は,淳は何の仕事をしていますか？淳は,['淳の職業は探偵 探偵事務所 探偵事務所 探偵事務所 探偵事務所 探偵事務所 探偵事務所 探偵事務所 探偵事務所 探偵事務所 探偵事務所 探偵事務所 探偵事務所 探偵事務所 探偵事務所 探偵事務所 探偵事務所 探偵事務所 探偵事務所 探偵事務所 探偵事務所 探偵事務所 探偵事務所 探偵事務所 探偵事務所 '],['淳の職種は1 つだけ。 淳は、自分の仕事に誇りを持ち、その仕事に誇りを持って、その仕事に誇りを持って、その仕事に誇りを持って、その仕事に誇りを持って、その仕事に誇りを持って、その仕事に誇りを持って、その仕事に誇りを持って、その仕事に誇りを持って、その仕事に誇りを持って、その仕事に誇りを持って'],['淳は何の仕事をしていますか?淳は何の仕事をしていますか? 淳は 何の仕事をしていますか? 淳は 何の仕事をしていますか? 淳は 何の仕事をしていますか? 淳は 何の仕事をしていますか? 淳は 何の仕事をしていますか? 淳は 何の']
57,健,1969,1960,健の職業は,健の職種は,健は何の仕事をしていますか？健は,['健の職業は探偵 である。 探偵事務所の所長である。 探偵事務所の所長である健は、探偵事務所の所長である健に、探偵事務所の事件を解決するために必要な調査を依頼する。 健は、探偵事務所の事件を解決するために必要な調査を依頼する。 健は、探偵事務所の事件を解決するために必要な調査を依頼する'],['健の職種は” 探偵 ” である。 探偵事務所の探偵は、依頼人の悩みを解決する為に、依頼人の身辺を調査し、依頼人の悩みを解決する為に、探偵事務所に依頼人の依頼を引き受けている。 探偵事務所の探偵は、依頼人の悩みを解決する為に、依頼人の身辺を調査し、依頼人の悩みを解決する'],['健は何の仕事をしていますか?健は何の仕事をしていますか? 健は 何の仕事をしていますか? 健は 何の仕事をしていますか? 健は 何の仕事をしていますか? 健は 何の仕事をしていますか? 健は 何の仕事をしていますか? 健は 何の']
58,博之,1970,1970,博之の職業は,博之の職種は,博之は何の仕事をしていますか？博之は,['博之の職業は探偵 探偵事務所の探偵 探偵事務所の探偵 探偵事務所の探偵 探偵事務所の探偵 探偵事務所の探偵 探偵事務所の探偵 探偵事務所の探偵 探偵事務所の探偵 探偵事務所の探偵 探偵事務所の探偵 探偵事務所の探偵 探偵事務所の探偵 探偵事務所の探偵 探偵事務所の探偵 探偵'],['博之の職種は博之の職種は 博之の職種は 博之の職種は 博之の職種は 博之の職種は 博之の職種は 博之の職種は 博之の職種は 博之の職種は 博之の職種は 博之の職種は 博之の職種は 博'],['博之は何の仕事をしていますか?博之は何の仕事をしていますか? 博之は 何の仕事をしていますか? 博之は 何の仕事をしていますか? 博之は 何の仕事をしていますか? 博之は 何の仕事をしていますか? 博之は 何の仕事をしていますか']
59,英樹,1970,1970,英樹の職業は,英樹の職種は,英樹は何の仕事をしていますか？英樹は,['英樹の職業は探偵 である。 探偵事務所の所長である。 探偵事務所の所長である英樹は、探偵事務所の所長である。 探偵事務所の所長である英樹は、探偵事務所の所長である。 探偵事務所の所長である英樹は、探偵事務所の所長である。 探偵事務所の所長である英樹は、探偵事務所の所長'],['英樹の職種は1 つだけ。 1 つの仕事に集中する。 1 つの仕事に集中する。 1 つの仕事に集中する。 1 つの仕事に集中する。 1 つの仕事に集中する。 1 つの仕事に集中する。 1 つの仕事に集中する。 1 つの仕事'],['英樹は何の仕事をしていますか?英樹は何の仕事をしていますか? 英樹は 何の仕事をしていますか? 英樹は 何の仕事をしていますか? 英樹は 何の仕事をしていますか? 英樹は 何の仕事をしていますか? 英樹は 何の仕事をしていますか']
60,崇,1971,1970,崇の職業は,崇の職種は,崇は何の仕事をしていますか？崇は,['崇の職業は” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” '],['崇の職種は崇の職種 と 崇の職種 の2つに分けられている。 崇の職種は 崇の職種 と 崇の職種 の2つに分けられている。 崇の職種は 崇の職種 と 崇の職種 の2つに分けられている。 崇の職種は 崇の'],['崇は何の仕事をしていますか?崇は何を して いるのですか? 崇は 何を して いるのですか? 崇は 何を して いるのですか? 崇は 何を して いるのですか? 崇は 何を して いるのですか? 崇は 何を ']
61,大輔,1973,1970,大輔の職業は,大輔の職種は,大輔は何の仕事をしていますか？大輔は,['大輔の職業は探偵 である。 探偵事務所の所長である大輔は、依頼人の依頼を解決する為に、探偵事務所の探偵として、依頼人の悩みを解決する為に、探偵事務所の探偵として、依頼人の悩みを解決する為に、探偵事務所の探偵として、依頼人の悩みを解決する為に、探偵事務所の探偵として、依頼人の悩みを解決'],['大輔の職種は1 つだけ。 大輔は、 1 つの職種しか持っていない。 大輔は、 1 つの職種しか持っていない。 大輔は、 1 つの職種しか持っていない。 大輔は、 1 つの職種しか持っていない。 大輔は、 1 つの職種しか持っていない'],['大輔は何の仕事をしていますか?大輔は何を しているのですか? 大輔は 何を しているのですか?大輔は 何を しているのですか? 大輔は 何を しているのですか?大輔は 何を しているのですか? 大輔は 何を しているのですか?大輔は 何を しているの']
62,大介,1974,1970,大介の職業は,大介の職種は,大介は何の仕事をしていますか？大介は,['大介の職業は警察官 。 警察官として、事件を解決していく。 警察官の制服は、警察官の制服と同じデザインで、警察官の制服と同じ色である。 警察官の制服は、警察官の制服と同じデザインで、警察官の制服と同じ色である。 警察官の制服は、警察官の制服と同じデザインで、警察官の制服と同じ色である。 警察官'],['大介の職種は刑事 刑事課 刑事課 刑事課 刑事課 刑事課 刑事課 刑事課 刑事課 刑事課 刑事課 刑事課 刑事課 刑事課 刑事課 刑事課 刑事課 刑事課 刑事課 刑事課 刑事課 刑事課 刑事課 刑事課 刑事課 '],['大介は何の仕事をしていますか?大介は何の仕事をしていますか? _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _']
