,men_names,name_year,name_decade,job_is,job_type,job?,job_is_GEN,job_type_GEN,job?_GEN
63,亮,1975,1970,亮の職業は,亮の職種は,亮は何の仕事をしていますか？亮は,['亮の職業は探偵 。 探偵事務所の所長。 探偵事務所の所長は、探偵事務所の所長が探偵事務所の所長である場合と、探偵事務所の所長が探偵事務所の所長である場合とがある。 探偵事務所の所長は、探偵事務所の所長が探偵事務所の所長である場合と、探偵事務所の所長が探偵事務所の所長である場合'],['亮の職種は1 つだけ。 亮は、 1 つの仕事に集中する。 亮は、 1 つの仕事に集中する。 亮は、 1 つの仕事に集中する。 亮は、 1 つの仕事に集中する。 亮は、 1 つの仕事に集中する。 亮は、'],['亮は何の仕事をしていますか?亮は何の仕事をしていますか? 亮は 何の仕事をしていますか? 亮は 何の仕事をしていますか? 亮は 何の仕事をしていますか? 亮は 何の仕事をしていますか? 亮は 何の仕事をしていますか? 亮は 何の']
64,竜也,1976,1970,竜也の職業は,竜也の職種は,竜也は何の仕事をしていますか？竜也は,['竜也の職業は探偵 竜也は 探偵 竜也は 探偵 竜也は 探偵 竜也は 探偵 竜也は 探偵 竜也は 探偵 竜也は 探偵 竜也は 探偵 竜也は 探偵 竜也は 探偵 竜也は 探偵 竜也は 探偵'],['竜也の職種は” 探偵 ” である。 竜也は、探偵事務所の探偵として、依頼人の悩みを解決する。 竜也は、依頼人の悩みを解決する。 竜也は、探偵事務所の探偵として、依頼人の悩みを解決する。 竜也は、探偵事務所の探偵として、依頼人の悩みを解決する'],['竜也は何の仕事をしていますか?竜也は何を しているのですか? 竜也は 何を しているのですか?竜也は 何を しているのですか? 竜也は 何を しているのですか?竜也は 何を しているのですか? 竜也は 何を しているのですか?竜']
65,健太郎,1977,1970,健太郎の職業は,健太郎の職種は,健太郎は何の仕事をしていますか？健太郎は,['健太郎の職業は警察官。 警察官として、事件を解決していく。 健太郎は、警察官として、事件を解決していく。 健太郎は、警察官として、事件を解決していく。 健太郎は、警察官として、事件を解決していく。 健太郎は、警察官として、事件を解決していく。 健太郎は、警察官として、事件を'],['健太郎の職種は1 つだけ。 健太郎は、 1 つの仕事を 1 人で 1 日で 1 日で 1 日で 1 日で 1 日で 1 日で 1 日で 1 日で 1 日で 1 日で 1 日'],['健太郎は何の仕事をしていますか?健太郎は何の仕事をしていますか? 健太郎は 何の仕事をしていますか? 健太郎は 何の仕事をしていますか? 健太郎は 何の仕事をしていますか? 健太郎は 何の仕事をしていますか? 健太郎は 何の仕事をしていますか']
66,洋平,1977,1970,洋平の職業は,洋平の職種は,洋平は何の仕事をしていますか？洋平は,['洋平の職業は警察官 。 警察官として、事件を解決していく。 洋平は、警察官として、事件を解決していく。 洋平 演 - 鈴木亮平 警察官。 警察官として、事件を解決していく。 洋平 演 - 佐藤隆太 洋平の相棒。 警察官。 洋平の職業は '],['洋平の職種は土木工学 土木工学科 土木工学科 土木工学科 土木工学科 土木工学科 土木工学科 土木工学科 土木工学科 土木工学科 土木工学科 土木工学科 土木工学科 土木工学科 土木工学科 土木工学科 土木工学科 土木工学科 土木工学'],['洋平は何の仕事をしていますか?洋平は何の仕事をしていますか? 洋平は 何の仕事をしていますか? 洋平は 何の仕事をしていますか? 洋平は 何の仕事をしていますか? 洋平は 何の仕事をしていますか? 洋平は 何の仕事をしていますか']
67,健太,1981,1980,健太の職業は,健太の職種は,健太は何の仕事をしていますか？健太は,['健太の職業は警察官 。 警察官として、事件を解決していく。 健太は、警察官として、事件を解決していく。 健太は、警察官として、事件を解決していく。 健太は、警察官として、事件を解決していく。 健太は、警察官として、事件を解決していく。 健太は、警察官として、事件'],['健太の職種は” 営業 ” である。 健太は、営業職として、様々な企業に出向し、営業活動を行ってきた。 営業職として、様々な企業に出向し、営業活動を行ってきた健太だが、その経験から、営業職として、どのような営業活動をしてきたのか、その経験から、営業職として、どのような営業活動をしてきたのか、'],['健太は何の仕事をしていますか?健太は何の仕事をしていますか? 健太は 何の仕事をしていますか? 健太は 何の仕事をしていますか? 健太は 何の仕事をしていますか? 健太は 何の仕事をしていますか? 健太は 何の仕事をしていますか']
68,和也,1982,1980,和也の職業は,和也の職種は,和也は何の仕事をしていますか？和也は,['和也の職業は警察官 。 和也は、警察官として、事件を解決していく。 和也は、警察官として、事件を解決していく。 和也は、警察官として、事件を解決していく。 和也は、警察官として、事件を解決していく。 和也は、警察官として、事件を解決していく。 和也は、'],['和也の職種は1 つだけ。 和也は、自分の仕事に誇りを持っている。 和也は、自分の仕事に誇りを持っている。 和也は、自分の仕事に誇りを持っている。 和也は、自分の仕事に誇りを持っている。 和也は、自分の仕事に誇りを持っている。 和也は、自分の仕事に誇りを持っている。 和'],['和也は何の仕事をしていますか?和也は何をしていますか? 和也は 何をしていますか? 和也は 何をしていますか? 和也は 何をしていますか? 和也は 何をしていますか? 和也は 何をしていますか? 和也は ']
69,翔,1982,1980,翔の職業は,翔の職種は,翔は何の仕事をしていますか？翔は,['翔の職業は探偵 翔(しょう しょう) 探偵事務所の所長。 探偵事務所の所長として、依頼人の依頼を解決する。 翔は探偵事務所の所長として、依頼人の依頼を解決する。 翔は探偵事務所の所長として、依頼人の依頼を解決する。 翔は探偵事務所の所長として、依頼人の依頼を解決'],['翔の職種は” 営業 ” である。 翔は、営業職として、様々な企業に出向し、営業活動を行ってきた。 翔は、営業職として、様々な企業に出向し、営業活動を行ってきた。 翔は、営業職として、様々な企業に出向し、営業活動を行ってきた。 翔は、営業職として、様々な企業に出向'],['翔は何の仕事をしていますか?翔は何の仕事をしていますか? 翔は 何の仕事をしていますか?翔は 何の仕事をしていますか? 翔は 何の仕事をしていますか?翔は 何の仕事をしていますか? 翔は 何の仕事をしていますか?翔は 何の仕事をしています']
70,拓也,1983,1980,拓也の職業は,拓也の職種は,拓也は何の仕事をしていますか？拓也は,['拓也の職業は警察官 拓也は 警察官 拓也は 警察官 拓也は 警察官 拓也は 警察官 拓也は 警察官 拓也は 警察官 拓也は 警察官 拓也は 警察官 拓也は 警察官 拓也は 警察官 拓也は 警察官 拓也は 警察官'],['拓也の職種は1 つだけ。 拓也は、自分の仕事に誇りを持っている。 拓也は、自分の仕事に誇りを持っている。 拓也は、自分の仕事に誇りを持っている。 拓也は、自分の仕事に誇りを持っている。 拓也は、自分の仕事に誇りを持っている。 拓也は、自分の仕事に誇りを持っている。 拓'],['拓也は何の仕事をしていますか?拓也は何の仕事をしていますか? 拓也は 何の仕事をしていますか?拓也は 何の仕事をしていますか? 拓也は 何の仕事をしていますか?拓也は 何の仕事をしていますか? 拓也は 何の仕事をしていますか?拓']
71,祐介,1984,1980,祐介の職業は,祐介の職種は,祐介は何の仕事をしていますか？祐介は,['祐介の職業は警察官。 警察官として、事件を解決していく。 祐介は、警察官として、事件を解決していく。 警察官として、事件を解決していく。 警察官として、事件を解決していく。 警察官として、事件を解決していく。 警察官として、事件を解決していく。 警察官として、事件を解決していく。 警察官として、'],['祐介の職種は1 つだけ。 祐介は、 1 つだけ。 祐介は、 1 つだけ。 祐介は、 1 つだけ。 祐介は、 1 つだけ。 祐介は、 1 つだけ。 祐介は、 1 つだけ。 祐'],['祐介は何の仕事をしていますか?祐介は何をしていますか? 祐介は 何をしていますか? 祐介は 何をしていますか? 祐介は 何をしていますか? 祐介は 何をしていますか? 祐介は 何をしていますか? 祐介は ']
72,雄太,1984,1980,雄太の職業は,雄太の職種は,雄太は何の仕事をしていますか？雄太は,['雄太の職業は警察官 で、 警察官の制服を着て、 警察官の制服をまとって、 警察官の制服をまとって、 警察官の制服をまとって、 警察官の制服をまとって、 警察官の制服をまとって、 警察官の制服をまとって、 警察官の制服をまとって、'],['雄太の職種は” 営業 ” である。 雄太は、営業職として、 ” 営業 ” を ” 営業 ” と ” 営業 ” の ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ”'],['雄太は何の仕事をしていますか?雄太は何の仕事をしていますか? 雄太は 何の仕事をしていますか? 雄太は 何の仕事をしていますか? 雄太は 何の仕事をしていますか? 雄太は 何の仕事をしていますか? 雄太は 何の仕事をしていますか']
73,優,1984,1980,優の職業は,優の職種は,優は何の仕事をしていますか？優は,['優の職業は探偵 。 探偵事務所の所長。 優は探偵事務所の所長として、探偵事務所の事件を解決していく。 優は探偵事務所の事件を解決していく中で、探偵事務所の事件を解決していく中で、探偵事務所の事件を解決していく中で、探偵事務所の事件を解決していく中で、探偵事務所の事件を解決していく中で、'],['優の職種は” 探偵 ” である。 優は、探偵事務所の探偵として、依頼人の悩みを解決する。 優は、探偵事務所の探偵として、依頼人の悩みを解決する。 優は、探偵事務所の探偵として、依頼人の悩みを解決する。 優は、探偵事務所の探偵として、依頼人の悩みを解決'],['優は何の仕事をしていますか?優は何の仕事をしていますか? 優は 何の仕事をしていますか? 優は 何の仕事をしていますか? 優は 何の仕事をしていますか? 優は 何の仕事をしていますか? 優は 何の仕事をしていますか? 優は 何の']
74,翔太,1986,1980,翔太の職業は,翔太の職種は,翔太は何の仕事をしていますか？翔太は,['翔太の職業は警察官 。 翔太は、警察官として、事件を解決していく。 翔太は、警察官として、事件を解決していく。 翔太は、警察官として、事件を解決していく。 翔太は、警察官として、事件を解決していく。 翔太は、警察官として、事件を解決していく。 翔太は、'],['翔太の職種は” 営業 ” である。 翔太は、 ” 営業 ” という職種に誇りを持っている。 翔太は、 ” 営業 ” という職種に誇りを持っている。 翔太は、 ” 営業 ” という職種に誇りを持っている。 翔太は、 ” '],['翔太は何の仕事をしていますか?翔太は翔太は 翔太は 翔太は 翔太は 翔太は 翔太は 翔太は 翔太は 翔太は 翔太は 翔太は 翔太は 翔太は 翔太は 翔太は 翔太は 翔太']
75,大樹,1987,1980,大樹の職業は,大樹の職種は,大樹は何の仕事をしていますか？大樹は,['大樹の職業は探偵 探偵事務所 探偵事務所 探偵事務所 探偵事務所 探偵事務所 探偵事務所 探偵事務所 探偵事務所 探偵事務所 探偵事務所 探偵事務所 探偵事務所 探偵事務所 探偵事務所 探偵事務所 探偵事務所 探偵事務所 探偵事務所 探偵事務所 探偵事務所 探偵事務所 探偵事務所 探偵事務所 探偵事務所 '],['大樹の職種は1 つだけ。 1 つの仕事は、1 つの仕事の 1 つを 1 つに分解して、その仕事の 1 つを 1 つに分解して、その仕事の 1 つを 1 つに分解して、その仕事の 1 つを 1 つ'],['大樹は何の仕事をしていますか?大樹は何をしていますか? _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ ']
76,翔平,1989,1980,翔平の職業は,翔平の職種は,翔平は何の仕事をしていますか？翔平は,['翔平の職業は警察官 。 翔平は、警察官として、事件を解決していく。 翔平は、警察官として、事件を解決していく。 翔平は、警察官として、事件を解決していく。 翔平は、警察官として、事件を解決していく。 翔平は、警察官として、事件を解決していく。 翔平は、'],['翔平の職種は1 つだけ。 翔平は、自分の仕事に誇りを持っている。 翔平は、自分の仕事に誇りを持っている。 翔平は、自分の仕事に誇りを持っている。 翔平は、自分の仕事に誇りを持っている。 翔平は、自分の仕事に誇りを持っている。 翔平は、自分の仕事に誇りを持っている。 翔'],['翔平は何の仕事をしていますか?翔平は何の仕事をしていますか? 翔平は 何の仕事をしていますか?翔平は 何の仕事をしていますか? 翔平は 何の仕事をしていますか?翔平は 何の仕事をしていますか? 翔平は 何の仕事をしていますか?翔']
77,駿,1990,1990,駿の職業は,駿の職種は,駿は何の仕事をしていますか？駿は,['駿の職業は駿の職業は 駿の職業は 駿の職業は 駿の職業は 駿の職業は 駿の職業は 駿の職業は 駿の職業は 駿の職業は 駿の職業は 駿の職業は 駿の職業は 駿の職業は 駿の職業は 駿の職業は'],['駿の職種は1 つだけ。 駿は、自分の仕事に誇りを持っている。 駿は、自分の仕事に誇りを持っている。 駿は、自分の仕事に誇りを持っている。 駿は、自分の仕事に誇りを持っている。 駿は、自分の仕事に誇りを持っている。 駿は、自分の仕事に誇りを持っている。 駿は、自分の仕事に誇りを持っている'],['駿は何の仕事をしていますか?駿は何の仕事をしていますか? 駿は 何の仕事をしていますか?駿は 何の仕事をしていますか? 駿は 何の仕事をしていますか?駿は 何の仕事をしていますか? 駿は 何の仕事をしていますか?駿は 何の仕事をしています']
78,大貴,1992,1990,大貴の職業は,大貴の職種は,大貴は何の仕事をしていますか？大貴は,['大貴の職業は探偵 探偵事務所 探偵事務所 探偵事務所 探偵事務所 探偵事務所 探偵事務所 探偵事務所 探偵事務所 探偵事務所 探偵事務所 探偵事務所 探偵事務所 探偵事務所 探偵事務所 探偵事務所 探偵事務所 探偵事務所 探偵事務所 探偵事務所 探偵事務所 探偵事務所 探偵事務所 探偵事務所 探偵事務所 '],['大貴の職種は声優 である。 声優としては主にアダルトゲームの声優として活動している。 同人サークル「s-factory」を主宰している。 同人サークル「s-factory」は、同人サークル「s-factory」の同人サークルである。 同人サークル「s-factory」は、同人サークル「s-factory」'],['大貴は何の仕事をしていますか?大貴は何の仕事をしていますか? 私は 何の仕事をしていますか? 私は 何の仕事をしていますか? 私は 何の仕事をしていますか? 私は 何の仕事をしていますか? 私は 何の仕事をしていますか? 私は 何の仕事をしていますか?']
79,貴大,1992,1990,貴大の職業は,貴大の職種は,貴大は何の仕事をしていますか？貴大は,['貴大の職業は弁護士 で、弁護士の事務所で働いていた。 貴大は、弁護士の事務所で働いていた時に、ある事件を解決した。 貴大は、弁護士の事務所で働いていた時に、ある事件を解決した。 貴大は、弁護士の事務所で働いていた時に、ある事件を解決した。 貴大は、'],['貴大の職種は海軍大臣 海軍大臣 海軍大臣 海軍大臣 海軍大臣 海軍大臣 海軍大臣 海軍大臣 海軍大臣 海軍大臣 海軍大臣 海軍大臣 海軍大臣 海軍大臣 海軍大臣 海軍大臣 海軍大臣 海軍大臣 海軍大臣 海軍大臣 海軍大臣 海軍大臣 海軍大臣 海軍大臣 海軍'],['貴大は何の仕事をしていますか?貴大は何を しているのですか? 貴大は 何を しているのですか? 貴大は 何を しているのですか? 貴大は 何を しているのですか? 貴大は 何を しているのですか? 貴大は 何を しているのですか']
80,大輝,1993,1990,大輝の職業は,大輝の職種は,大輝は何の仕事をしていますか？大輝は,['大輝の職業は探偵 探偵事務所 探偵事務所 探偵事務所 探偵事務所 探偵事務所 探偵事務所 探偵事務所 探偵事務所 探偵事務所 探偵事務所 探偵事務所 探偵事務所 探偵事務所 探偵事務所 探偵事務所 探偵事務所 探偵事務所 探偵事務所 探偵事務所 探偵事務所 探偵事務所 探偵事務所 探偵事務所 探偵事務所 '],['大輝の職種は1 年ごとに交代する。 1 年ごとに交代する職種は、次の通りである。 1 年ごとに交代する職種は、次の通りである。 1 年ごとに交代する職種は、次の通りである。 1 年ごとに交代する職種は、次の通りである。 1 年ごとに交代する職種は、次の'],['大輝は何の仕事をしていますか?大輝は何をしていますか? 私は 何をしていますか? 私は 何をしていますか? 私は 何をしていますか? 私は 何をしていますか? 私は 何をしていますか? 私は 何をしていますか? 私は 何をしています']
81,翼,1993,1990,翼の職業は,翼の職種は,翼は何の仕事をしていますか？翼は,['翼の職業は翼の翼 翼の翼 翼の翼 翼の翼 翼の翼 翼の翼 翼の翼 翼の翼 翼の翼 翼の翼 翼の翼 翼の翼 翼の翼 翼の翼 翼の翼 翼の翼 翼の翼 翼の翼 翼の'],['翼の職種は翼の技 翼の技は 翼の技は 翼の技は 翼の技は 翼の技は 翼の技は 翼の技は 翼の技は 翼の技は 翼の技は 翼の技は 翼の技は 翼の技は 翼の技は '],['翼は何の仕事をしていますか?翼は何の仕事をしていますか? 翼は 何の仕事をしていますか?翼は 何の仕事をしていますか? 翼は 何の仕事をしていますか?翼は 何の仕事をしていますか? 翼は 何の仕事をしていますか?翼は 何の仕事をしています']
82,大地,1993,1990,大地の職業は,大地の職種は,大地は何の仕事をしていますか？大地は,['大地の職業は宇宙の創造者 である。 地球は、宇宙の創造者 である。 地球は、宇宙の創造者 である。 地球は、宇宙の創造者 である。 地球は、宇宙の創造者 である。 地球は、宇宙の創造者 である。 地球は、宇宙の創造者 である。 '],['大地の職種は” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” '],['大地は何の仕事をしていますか?大地は何を しているのですか? 大地は 何を しているのですか? 大地は 何を しているのですか? 大地は 何を しているのですか? 大地は 何を しているのですか? 大地は 何を しているのですか? 大地は 何を']
83,亮太,1994,1990,亮太の職業は,亮太の職種は,亮太は何の仕事をしていますか？亮太は,['亮太の職業は探偵 。 探偵事務所の所長。 探偵事務所の所長は、探偵事務所の所長が探偵事務所の所長である場合と、探偵事務所の所長が探偵事務所の所長である場合とがある。 探偵事務所の所長は、探偵事務所の所長が探偵事務所の所長である場合と、探偵事務所の所長が探偵事務所の所長である'],['亮太の職種は1 つだけ。 亮太は、 1 つだけ。 亮太は、 1 つだけ。 亮太は、 1 つだけ。 亮太は、 1 つだけ。 亮太は、 1 つだけ。 亮太は、 1 つだけ。 亮'],['亮太は何の仕事をしていますか?亮太は何の仕事をしていますか? 亮太は 何の仕事をしていますか?亮太は 何の仕事をしていますか? 亮太は 何の仕事をしていますか?亮太は 何の仕事をしていますか? 亮太は 何の仕事をしていますか?亮']
84,拓哉,1995,1990,拓哉の職業は,拓哉の職種は,拓哉は何の仕事をしていますか？拓哉は,['拓哉の職業は警察官 拓哉は 警察官 拓哉は 警察官 拓哉は 警察官 拓哉は 警察官 拓哉は 警察官 拓哉は 警察官 拓哉は 警察官 拓哉は 警察官 拓哉は 警察官 拓哉は 警察官 拓哉は 警察官 拓哉は 警察官'],['拓哉の職種は1 から 3 まで 1 から 3 まで 1 から 3 まで 1 から 3 まで 1 から 3 まで 1 から 3 まで 1 から 3 まで 1 から 3 まで 1 から 3 まで 1 から 3 まで 1 から'],['拓哉は何の仕事をしていますか?拓哉は何の仕事をしていますか? 拓哉は 何の仕事をしていますか?拓哉は 何の仕事をしていますか? 拓哉は 何の仕事をしていますか?拓哉は 何の仕事をしていますか? 拓哉は 何の仕事をしていますか?拓']
85,雄大,1995,1990,雄大の職業は,雄大の職種は,雄大は何の仕事をしていますか？雄大は,['雄大の職業は” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ”'],['雄大の職種は” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ”'],['雄大は何の仕事をしていますか?雄大は何をしていますか? 雄大は 何をしていますか? 雄大は 何をしていますか? 雄大は 何をしていますか? 雄大は 何をしていますか? 雄大は 何をしていますか? 雄大は ']
86,拓海,1996,1990,拓海の職業は,拓海の職種は,拓海は何の仕事をしていますか？拓海は,['拓海の職業は探偵 拓海(たくみ たくみ) 探偵事務所の所長。 探偵事務所の所長として、依頼人の悩みを解決する。 探偵事務所の所長として、依頼人の悩みを解決する。 探偵事務所の所長として、依頼人の悩みを解決する。 探偵事務所の所長として、依頼人の悩みを解決する。 '],['拓海の職種は1 つだけ。 拓海は、自分の名前を「拓海」と名乗り、拓海は、拓海が拓海であると名乗り、拓海は、拓海が拓海であると名乗り、拓海は、拓海が拓海であると名乗り、拓海は、拓海が拓海であると名乗り、拓海'],['拓海は何の仕事をしていますか?拓海は何の仕事をしていますか? 拓海は 何の仕事をしていますか?拓海は 何の仕事をしていますか? 拓海は 何の仕事をしていますか?拓海は 何の仕事をしていますか? 拓海は 何の仕事をしていますか?拓']
87,直人,1996,1990,直人の職業は,直人の職種は,直人は何の仕事をしていますか？直人は,['直人の職業は探偵 。 探偵事務所の所長。 探偵事務所の所長。 探偵事務所の所長。 探偵事務所の所長。 探偵事務所の所長。 探偵事務所の所長。 探偵事務所の所長。 探偵事務所の所長。 探偵事務所の所長。 探偵事務所の所長。 探偵事務所の所長。 探偵事務所の所長'],['直人の職種は1 つだけ。 直人の職種は 1 つだけ。 直人の職種は 1 つだけ。 直人の職種は 1 つだけ。 直人の職種は 1 つだけ。 直人の職種は 1 つだけ。 直人の職種は 1 つだけ。 直人の'],['直人は何の仕事をしていますか?直人は何の仕事をしていますか? 直人 直人 直人 直人 直人 直人 直人 直人 直人 直人 直人 直人 直人 直人 直人 直人 直人 直人 直人 直人']
88,康平,1996,1990,康平の職業は,康平の職種は,康平は何の仕事をしていますか？康平は,['康平の職業は医者 で、 医者の 康平は 医者の 康平は 医者の 康平は 医者の 康平は 医者の 康平は 医者の 康平は 医者の 康平は 医者の 康平は 医者の 康平は 医者の 康平'],['康平の職種は(かん) である。 康平は、中国の南北朝時代の北魏において、孝文帝の治世に、(かん)の官名を与えられた。 北魏の孝文帝は、孝文帝の即位後に、(かん)の官名を与えられた。 康平は、北魏の孝文帝の治世に、(かん)の官名'],['康平は何の仕事をしていますか?康平は何をしていますか? 康平は 何をしていますか? 康平は 何をしていますか? 康平は 何をしていますか? 康平は 何をしていますか? 康平は 何をしていますか? 康平は ']
89,陸,1997,1990,陸の職業は,陸の職種は,陸は何の仕事をしていますか？陸は,['陸の職業は海を渡る こと である。 陸の職業は 海を渡る こと である。 陸の職業は 海を渡る こと である。 陸の職業は 海を渡る こと である。 陸の職業は 海を渡る こと である。 陸の職業は 海を渡る '],['陸の職種は陸の職種 陸の職種 陸の職種 陸の職種 陸の職種 陸の職種 陸の職種 陸の職種 陸の職種 陸の職種 陸の職種 陸の職種 陸の職種 陸の職種 陸の職種'],['陸は何の仕事をしていますか?陸は何の仕事をしていますか? 陸は 何の仕事をしていますか? 陸は 何の仕事をしていますか? 陸は 何の仕事をしていますか? 陸は 何の仕事をしていますか? 陸は 何の仕事をしていますか? 陸は 何の']
90,海斗,1998,1990,海斗の職業は,海斗の職種は,海斗は何の仕事をしていますか？海斗は,['海斗の職業は海斗の母親が経営している 海斗の店「海斗の店」の店長。 海斗の母親が経営している店「海斗の店」の店長。 海斗の母親が経営している店「海斗の店」の店長。 海斗の母親が経営している店「海斗の'],['海斗の職種は” 海斗の ” と ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ”'],['海斗は何の仕事をしていますか?海斗は何の仕事をしていますか? 海斗は 何の仕事をしていますか? 海斗は 何の仕事をしていますか? 海斗は 何の仕事をしていますか? 海斗は 何の仕事をしていますか? 海斗は 何の仕事をしていますか']
91,一輝,1998,1990,一輝の職業は,一輝の職種は,一輝は何の仕事をしていますか？一輝は,['一輝の職業は探偵 探偵事務所 探偵事務所 探偵事務所 探偵事務所 探偵事務所 探偵事務所 探偵事務所 探偵事務所 探偵事務所 探偵事務所 探偵事務所 探偵事務所 探偵事務所 探偵事務所 探偵事務所 探偵事務所 探偵事務所 探偵事務所 探偵事務所 探偵事務所 探偵事務所 探偵事務所 探偵事務所 探偵事務所 '],['一輝の職種は1 年目に 1 回、2 年目に 2 回、3 年目に 3 回、4 年目に 4 回、5 年目に 5 回、6 年目に 6 回、7 年目に 7 回、8 年目に 8 回、9 年目に 9 回、10'],['一輝は何の仕事をしていますか?一輝は何をしていますか? 僕は 何をしていますか? 僕は 何をしていますか? 僕は 何をしていますか? 僕は 何をしていますか? 僕は 何をしていますか? 僕は 何をしていますか? ']
92,涼太,1998,1990,涼太の職業は,涼太の職種は,涼太は何の仕事をしていますか？涼太は,['涼太の職業は探偵 涼太は 探偵事務所の 探偵 涼太は 探偵事務所の 探偵 涼太は 探偵事務所の 探偵 涼太は 探偵事務所の 探偵 涼太は 探偵事務所の 探偵 涼太は 探偵事務所の 探偵 涼太は 探偵事務所の 探偵 涼'],['涼太の職種は” 営業 ” で、 ” 営業 ” と ” 営業 ” は 違う ” と 言っています。 涼太は ” 営業 ” と ” 営業 ” は 違う ” と 言っています。 涼太は ” 営業 '],['涼太は何の仕事をしていますか?涼太は何の仕事をしていますか? 涼太は 何の仕事をしていますか?涼太は 何の仕事をしていますか? 涼太は 何の仕事をしていますか?涼太は 何の仕事をしていますか? 涼太は 何の仕事をしていますか?涼']
93,匠,1998,1990,匠の職業は,匠の職種は,匠は何の仕事をしていますか？匠は,['匠の職業は匠の技で 匠の技で 匠の技で 匠の技で 匠の技で 匠の技で 匠の技で 匠の技で 匠の技で 匠の技で 匠の技で 匠の技で 匠の技で 匠の技で 匠の技で'],['匠の職種は匠の技 匠の技 匠の技 匠の技 匠の技 匠の技 匠の技 匠の技 匠の技 匠の技 匠の技 匠の技 匠の技 匠の技 匠の技 匠の技 匠の技 匠の技 匠の'],['匠は何の仕事をしていますか?匠は匠の仕事をしています。 匠は 匠の仕事をしています。 匠は 匠の仕事をしています。 匠は 匠の仕事をしています。 匠は 匠の仕事をしています。 匠は 匠の仕事をしています。 匠は 匠の仕事をしています。 匠']
94,蓮,1999,1990,蓮の職業は,蓮の職種は,蓮は何の仕事をしていますか？蓮は,['蓮の職業は蓮の母親が 蓮の母親に 言っていた 蓮の職業は 蓮の母親が 蓮の母親に 言っていた 蓮の職業は 蓮の母親が 蓮の母親に 言っていた 蓮の職業は 蓮の母親が 蓮の母親に 言っていた 蓮の職業は 蓮の'],['蓮の職種は蓮の職種 蓮の職種 蓮の職種 蓮の職種 蓮の職種 蓮の職種 蓮の職種 蓮の職種 蓮の職種 蓮の職種 蓮の職種 蓮の職種 蓮の職種 蓮の職種 蓮の職種'],['蓮は何の仕事をしていますか?蓮は何の仕事をしていますか? 蓮は 何の仕事をしていますか?蓮は 何の仕事をしていますか? 蓮は 何の仕事をしていますか?蓮は 何の仕事をしていますか? 蓮は 何の仕事をしていますか?蓮は 何の仕事をしています']
95,優斗,2000,2000,優斗の職業は,優斗の職種は,優斗は何の仕事をしていますか？優斗は,['優斗の職業は探偵 。 探偵事務所の所長。 探偵事務所の所長は、探偵事務所の所長が探偵事務所の所長である場合と、探偵事務所の所長が探偵事務所の所長である場合とがある。 探偵事務所の所長は、探偵事務所の所長が探偵事務所の所長である場合と、探偵事務所の所長が探偵事務所の所長である'],['優斗の職種は” 営業 ” である。 優斗は、営業職として、様々な企業に出向し、営業活動を行ってきた。 営業職として、様々な企業に出向し、営業活動を行ってきた優斗だが、その経験から、営業職として、どのようなことを心がけるべきなのか、また、営業職として、どのようなことを心がけるべき'],['優斗は何の仕事をしていますか?優斗は何を しているのですか? 優斗は 何を しているのですか? 優斗は 何を しているのですか? 優斗は 何を しているのですか? 優斗は 何を しているのですか? 優斗は 何を しているのですか']
